skeleton-id,filename,coord-src-0,coord-src-1,coord-dst-0,coord-dst-1,branch-distance
3.0,test_image_15.png,2041.0,139.0,2079.0,151.0,45.31370849898477
3.0,test_image_15.png,2073.0,159.0,2079.0,151.0,10.485281374238571
3.0,test_image_15.png,2073.0,186.0,2079.0,183.0,7.242640687119285
3.0,test_image_15.png,2079.0,151.0,2084.0,151.0,5.0
3.0,test_image_15.png,2079.0,183.0,2134.0,183.0,70.4558441227157
3.0,test_image_15.png,2079.0,183.0,2083.0,187.0,6.242640687119285
3.0,test_image_15.png,2084.0,151.0,2087.0,145.0,7.242640687119285
3.0,test_image_15.png,2084.0,151.0,2119.0,156.0,37.071067811865476
3.0,test_image_15.png,2119.0,156.0,2165.0,158.0,49.899494936611674
3.0,test_image_15.png,2119.0,156.0,2134.0,183.0,36.72792206135785
3.0,test_image_15.png,2134.0,183.0,2143.0,184.0,9.414213562373096
3.0,test_image_15.png,2159.0,188.0,2173.0,189.0,14.414213562373096
3.0,test_image_15.png,2165.0,158.0,2216.0,157.0,58.38477631085022
3.0,test_image_15.png,2165.0,158.0,2173.0,178.0,23.313708498984763
3.0,test_image_15.png,2173.0,178.0,2173.0,189.0,11.0
3.0,test_image_15.png,2173.0,178.0,2184.0,178.0,11.0
3.0,test_image_15.png,2173.0,189.0,2200.0,197.0,30.899494936611667
4.0,test_image_15.png,2202.0,2750.0,2222.0,2747.0,21.242640687119287
3.0,test_image_15.png,2216.0,157.0,2218.0,153.0,4.82842712474619
3.0,test_image_15.png,2216.0,157.0,2223.0,160.0,8.82842712474619
4.0,test_image_15.png,2218.0,2742.0,2222.0,2747.0,6.656854249492381
4.0,test_image_15.png,2222.0,2747.0,2239.0,2748.0,17.414213562373096
3.0,test_image_15.png,2223.0,160.0,2272.0,156.0,54.55634918610403
3.0,test_image_15.png,2223.0,160.0,2232.0,175.0,20.48528137423857
4.0,test_image_15.png,2236.0,2760.0,2239.0,2748.0,14.071067811865477
4.0,test_image_15.png,2239.0,2748.0,2264.0,2751.0,27.07106781186548
4.0,test_image_15.png,2264.0,2751.0,2269.0,2759.0,10.071067811865476
4.0,test_image_15.png,2264.0,2751.0,2282.0,2750.0,18.414213562373096
4.0,test_image_15.png,2281.0,2745.0,2282.0,2750.0,5.414213562373095
4.0,test_image_15.png,2282.0,2750.0,2330.0,2758.0,51.31370849898475
4.0,test_image_15.png,2329.0,2756.0,2330.0,2758.0,2.414213562373095
4.0,test_image_15.png,2330.0,2758.0,2350.0,2760.0,20.82842712474619
4.0,test_image_15.png,2350.0,2760.0,2421.0,2761.0,79.45584412271569
4.0,test_image_15.png,2350.0,2760.0,2365.0,2774.0,23.72792206135786
4.0,test_image_15.png,2421.0,2761.0,2424.0,2767.0,7.242640687119285
4.0,test_image_15.png,2421.0,2761.0,2431.0,2760.0,10.414213562373096
4.0,test_image_15.png,2431.0,2760.0,2432.0,2757.0,3.414213562373095
4.0,test_image_15.png,2431.0,2760.0,2438.0,2764.0,9.242640687119284
0.0,test_image_16.png,424.0,914.0,829.0,954.0,442.2792206135792
1.0,test_image_16.png,462.0,2466.0,840.0,2474.0,404.5096679918786
2.0,test_image_16.png,463.0,377.0,490.0,383.0,29.48528137423857
2.0,test_image_16.png,490.0,383.0,534.0,347.0,60.66904755831211
2.0,test_image_16.png,490.0,383.0,837.0,421.0,383.55129855222106
3.0,test_image_16.png,496.0,1941.0,884.0,1940.0,429.8355697996833
4.0,test_image_16.png,2057.0,2686.0,2063.0,2686.0,6.0
4.0,test_image_16.png,2060.0,2673.0,2064.0,2675.0,4.82842712474619
4.0,test_image_16.png,2063.0,2686.0,2063.0,2698.0,12.828427124746192
4.0,test_image_16.png,2063.0,2686.0,2064.0,2685.0,1.4142135623730951
